Rating,Name
5.8,"The New Romantic
(2018)"
3.7,"Death Race 2050
(2017 Video)"
5,"Savage Dog
(2017)"
7.7,"Don
(1978)"
5.4,"Bullet Head
(2017)"
7.9,"Mission Blue
(2014)"
0,"2012 Submission of the Night
(2012– )"
6.3,"Dead in a Week Or Your Money Back
(2018)"
6.2,"Rodney King
(2017 TV Special)"
7.6,"Avicii: True Stories
(2017)"
8.3,"Sairat
(2016)"
5.9,"Adventures in Public School
(2017)"
7.4,"Donald Glover: Weirdo
(2012 TV Special)"
6.9,"Starting Over Again
(2014)"
6.8,"Puss in Boots: The Three Diablos
(2012 Video)"
6.9,"Hulk Vs.
(2009 Video)"
8.6,"The Silence of the Lambs
(1991)"
6.9,"Jeff Dunham: Beside Himself
(2019 TV Special)"
4.9,"The 2018 ESPY Awards
(2018 TV Special)"
6.4,"Billu
(2009)"
6.6,"Minimalism: A Documentary About the Important Things
(2015)"
8.4,"Life in the Doghouse
(2018)"
8.4,"Bill Hicks: Revelations
(1993 TV Special)"
7.2,"Seventeen
(2019)"
6.3,"Catatan Si Boy 2
(1988)"
8.2,"Dancing with the Birds
(2019)"
6.6,"The Lovers & the Despot
(2016)"
6.2,"Battle for Incheon: Operation Chromite
(2016)"
6.3,"Polar
(I) (2019)"
5.1,"The Dukes of Hazzard
(2005)"
6.4,"Blind Detective
(2013)"
7.3,"Apex: The Story of the Hypercar
(2016)"
7.1,"Naruto Shippuden the Movie: Blood Prison
(2011)"
6.6,"Tony Robbins: I Am Not Your Guru
(2016)"
6.4,"The Invisible Guardian
(2017)"
6,"3 Generations
(2015)"
5.1,"Big Top Pee-wee
(1988)"
5.3,"Sinister 2
(2015)"
5.4,"Season of the Witch
(2011)"
0,"A Bloody Show: John Wesley Harding & Friends Live at Bumbershoot 2005
(2006 Video)"
6.5,"Chopsticks
(2019)"
5.4,"The Outcasts
(2017)"
6.6,"Barbie: Princess Charm School
(2011 Video)"
6.9,"Buck Rogers in the 25th Century
(1979–1981)"
6.4,"Luka Chuppi
(I) (2019)"
4.9,"Honey, I Blew Up the Kid
(1992)"
5.5,"Garden Party
(2008)"
6.1,"Good Kids
(I) (2016)"
8.2,"Bill Burr: You People Are All the Same.
(2012 TV Special)"
8,"The Trailer Park Boys Christmas Special
(2004 TV Movie)"
7.2,"Anthony Jeselnik: Fire in the Maternity Ward
(2019 TV Special)"
6.4,"The Tree of Blood
(2018)"
5.4,"Game Over, Man!
(2018)"
7.1,"Love Per Square Foot
(2018)"
6.3,"Take Your Pills
(2018)"
7.6,"Rahasya
(2015)"
6.9,"Chup Chup Ke
(2006)"
7.3,"Trevor Noah: Afraid of the Dark
(2017 TV Special)"
5,"Chernobyl Diaries
(2012)"
7.6,"Pyaar Ka Punchnama
(2011)"
6.5,"National Treasure: Book of Secrets
(2007)"
7.1,"Ghost in the Shell: Arise - Border 2: Ghost Whispers
(2013)"
4.3,"Kyun! Ho Gaya Na...
(2004)"
5.9,"Mad Money
(2008)"
7.5,"Dhamaal
(2007)"
7.4,"Socha Na Tha
(2005)"
7.1,"Derren Brown: Sacrifice
(2018 TV Special)"
5.4,"Jailbreak
(2017)"
7.5,"Mike Birbiglia: Thank God for Jokes
(2017 TV Special)"
4.9,"The Annual 1995 ShoWest Awards
(1995 TV Special)"
4.9,"Kickboxer: Vengeance
(2016)"
7.1,"Ghost in the Shell: Arise - Border 1: Ghost Pain
(2013)"
8.3,"Nazi Concentration Camps
(1945)"
8,"Patrick Melrose
(2018)"
7.3,"Bert Kreischer: Secret Time
(2018 TV Special)"
5.3,"The Rezort
(2015)"
5.8,"The Tribe
(2018)"
7.3,"Harry Benson: Shoot First
(2016)"
6.6,"LoveTrue
(2016)"
7.3,"What's New, Scooby-Doo?
(2002–2006)"
5.8,"The After Party
(I) (2018)"
6.1,"Moonwalkers
(2015)"
4.6,"Lupt
(2018)"
5.9,"Lila & Eve
(2015)"
4.4,"Spy Kids 3: Game Over
(2003)"
7.2,"Zach Galifianakis: Live at the Purple Onion
(2006 TV Special)"
4.9,"Hard Tide
(2015)"
7,"Everyday I Love You
(2015)"
7.2,"Bill Burr: Walk Your Way Out
(2017 TV Special)"
4.1,"The Cat in the Hat
(2003)"
7.7,"Jim Gaffigan: Mr. Universe
(2012 TV Special)"
7,"Why We Fight
(1942)"
6.8,"Arjun: The Warrior Prince
(2012)"
5.6,"A Perfect Ending
(2012)"
5.6,"Lady Bloodfight
(2016)"
6.6,"No Entry
(2005)"
5.6,"Rangoon
(II) (2017)"
8.4,"Harishchandrachi Factory
(2009)"
5.5,"Vincent N Roxxy
(2016)"
6.4,"Big Time
(2017)"
6.4,"A Boy Called Po
(2016)"
6.8,"Shepherds and Butchers
(2016)"
8,"Attacking the Devil: Harold Evans and the Last Nazi War Crime
(2014)"
6.7,"Kung Fu Panda Holiday
(2010 TV Short)"
6.2,"Flock of Four
(2017)"
6.6,"Barcelona: A Love Untold
(2016)"
5.8,"Dare
(2009)"
7.1,"Look & See: A Portrait of Wendell Berry
(2016)"
7.7,"City of Joy
(2016)"
7.5,"The Black Godfather
(2019)"
6.1,"The Sea of Trees
(2015)"
7.2,"Inuyasha the Movie 4: Fire on the Mystic Island
(2004)"
7.9,"Angamaly Diaries
(2017)"
6.1,"Burlesque: Heart of the Glitter Tribe
(2017)"
7.5,"Stop at Nothing: The Lance Armstrong Story
(2014)"
7.1,"My Beautiful Broken Brain
(2014)"
7.5,"Tom Segura: Disgraceful
(2018 TV Special)"
6.6,"Asperger's Are Us
(2016)"
5.3,"Blackway
(2015)"
5.2,"Ibiza
(2018)"
6.5,"Bad Rap
(2016)"
7.5,"I See You
(2017)"
6.1,"Raja Hindustani
(1996)"
7,"The Art of Loving: Story of Michalina Wislocka
(2017)"
5.2,"Sandy Wexler
(2017)"
5.6,"Welcome to New York
(2014)"
6.6,"Pandora
(2016)"
7,"The Seven Deadly Sins: Prisoners of the Sky
(2018)"
5.5,"The Last Summer
(2019)"
6.2,"A Land Imagined
(2018)"
7.1,"Raajneeti
(2010)"
5.2,"Apollo 18
(2011)"
0,"Longshot... The Biopic of Senator Bernie Sanders Campaign 2016 for POTUS
(2016)"
7.4,"Once Upon a Time in Mumbaai
(2010)"
5,"The First Temptation of Christ
(2019)"
7.7,"Jim Jefferies: Freedumb
(2016 TV Special)"
7.2,"The Death and Life of Marsha P. Johnson
(2017)"
6.3,"Naruto the Movie 3: Guardians of the Crescent Moon Kingdom
(2006)"
7.4,"Jim Jefferies: This Is Me Now
(2018 TV Special)"
6.1,"Casting JonBenet
(2017)"
0,"Terra 2050
(2007– )"
8.5,"Eh Janam Tumhare Lekhe
(2015)"
7.6,"The Miracle
(2015)"
6.2,"Black Snow
(2017)"
8.5,"I'll Push You: A Real-Life Inspiration
(2017)"
6.5,"Chris D'Elia: Man on Fire
(2017 TV Special)"
7.2,"Iliza: Elder Millennial
(2018 TV Special)"
7,"Brother in Love
(2019)"
7.1,"Karthik Calling Karthik
(2010)"
6.2,"Eye for an Eye
(1996)"
7.7,"Tom Segura: Completely Normal
(2014 TV Special)"
3.7,"Prisoners of the Lost Universe
(1983)"
4.9,"New York Minute
(I) (2004)"
7,"Kung Fu Panda: Secrets of the Furious Five
(2008 Video)"
6.2,"Dayveon
(2017)"
7.4,"Pyaar Tune Kya Kiya
(2014– )"
5.5,"Casa de mi Padre
(2012)"
5.7,"Point Blank
(2019)"
5.2,"Friend Request
(2016)"
4.8,"Two Thousand Dollars for Coyote
(1966)"
7.2,"Satte Pe Satta
(1982)"
6.6,"Mohawk
(2018– )"
5.9,"Opening Night
(II) (2016)"
7.5,"Ek Hasina Thi
(2004)"
5.5,"Amy Schumer: Growing
(2019 TV Special)"
5.7,"Radio Rebel
(2012 TV Movie)"
6.7,"Merantau
(2009)"
7.4,"Terrace House: Tokyo 2019-2020
(2019–2020)"
5.8,"The Duel
(I) (2016)"
7.3,"Yuva
(2004)"
6.3,"The Christmas Cottage
(2017 TV Movie)"
8.5,"Western Ghats
(2018)"
6.5,"Halo Legends
(2010 Video)"
7.4,"Joe Rogan: Triggered
(2016 TV Special)"
7.9,"Hazaaron Khwaishein Aisi
(2003)"
5.4,"Martin Lawrence Live: Runteldat
(2002)"
5.5,"Manglehorn
(2014)"
5.5,"Love Beats Rhymes
(2017)"
5.9,"American Anarchist
(2016)"
7.1,"Khalnayak
(1993)"
5.8,"Ek Main Aur Ekk Tu
(2012)"
6.4,"Dear Santa
(2011 TV Movie)"
5.4,"Carrie
(2002 TV Movie)"
5.9,"SGT. Will Gardner
(2019)"
6.8,"Naruto Shippûden: The Lost Tower
(2010)"
7.5,"A Grand Night In: The Story of Aardman
(2015 TV Movie)"
5.3,"Living There Is Not Hell, It Is the Fire of the Desert. The Plenitude of Life That Stayed There Like a Tree
(2018)"
6,"Strange Weather
(2016)"
5.3,"The Most Assassinated Woman in the World
(2018)"
5.9,"The Blackcoat's Daughter
(I) (2015)"
7.6,"Mike Birbiglia: What I Should Have Said Was Nothing
(2008 TV Special)"
5.4,"After Porn Ends 3
(2018)"
5.7,"Revenger
(2018)"
2.2,"Baaghi 3
(2020)"
6.9,"Shrek the Musical
(2013)"
7.6,"When Two Worlds Collide
(2016)"
6.2,"Black Adam
(2022)"
5.7,"Delirium
(I) (2018)"
6,"My Ex and Whys
(2017)"
7.4,"Me Before You
(2016)"
6.4,"The Legend of Cocaine Island
(2018)"
6.3,"Spyder
(2017)"
5.9,"Speech & Debate
(2017)"
5.8,"Railroad Tigers
(2016)"
5.1,"Blinky Bill the Movie
(2015)"
2,"The Red Dress Collection 2007 Fashion Show
(2008 Video)"
6.5,"All Is Well
(2018)"
7.1,"Beats
(II) (2019)"
5.6,"Mohenjo Daro
(2016)"
5.2,"The Week Of
(2018)"
7.4,"U Turn
(I) (2016)"
6.9,"The Climb
(I) (2017)"
7.5,"Children's Party
(2011)"
6,"Two Lovers and a Bear
(2016)"
5.1,"Return to Sender
(I) (2015)"
5.8,"The Man Without Gravity
(2019)"
7.4,"Denis Leary: No Cure for Cancer
(1993 TV Special)"
7,"The African Doctor
(2016)"
7,"We Are Young. We Are Strong.
(2014)"
6.1,"Crank: High Voltage
(2009)"
5.1,"Sliver
(1993)"
7.5,"Tom Segura: Mostly Stories
(2016 TV Special)"
6.4,"Sang Krasue
(2019)"
5.6,"Munafik 2
(2018)"
3.7,"The Adventures of Sharkboy and Lavagirl 3-D
(2005)"
5.8,"Eat Pray Love
(2010)"
5.5,"Step Sisters
(2018)"
5,"Iron Sky: The Coming Race
(2019)"
7.6,"Monty Python Live (Mostly)
(2014)"
7.4,"Shelby American: The Carroll Shelby Story
(2019)"
5.6,"The Longshots
(2008)"
5.3,"A Cinderella Story: Christmas Wish
(2019 Video)"
5.6,"Mubarakan
(2017)"
8.2,"Grace and Frankie
(2015–2022)"
6.5,"Paskal
(2018)"
4.6,"Hannah Montana: The Movie
(2009)"
7.5,"The Adventures of Priscilla, Queen of the Desert
(1994)"
5.8,"2012
(I) (2009)"
4.8,"Malevolent
(III) (2018)"
7,"Jerry Before Seinfeld
(2017 TV Special)"
7.7,"One Day
(VI) (2016)"
5.9,"4L
(2019)"
8,"The Princess Bride
(1987)"
7.5,"100 Meters
(2016)"
5.9,"True Memoirs of an International Assassin
(2016)"
7,"Eyyvah Eyvah
(2010)"
7.1,"Greg Davies: You Magnificent Beast
(2018 TV Special)"
6.1,"Phir Bhi Dil Hai Hindustani
(2000)"
7.5,"Do Dooni Chaar
(2010)"
5.9,"Kristy
(2014)"
7.3,"GLOW: The Story of the Gorgeous Ladies of Wrestling
(2012)"
7.1,"Steel Rain
(2017)"
7.9,"Laskar Pelangi
(2008)"
5.2,"Bushwick
(2017)"
6.8,"Dabbe: The Possession
(2013)"
5.6,"The Hunter's Prayer
(2017)"
7.5,"Hitler: A Career
(1977)"
6.1,"How to Get Over a Breakup
(2018)"
6.7,"Extremely Wicked, Shockingly Evil and Vile
(2019)"
7.7,"Oye Lucky! Lucky Oye!
(2008)"
7.2,"Queen Marie of Romania
(2019)"
6.2,"Death Race 2000
(1975)"
5.9,"Illang: The Wolf Brigade
(2018)"
5.1,"How It Ends
(2018)"
6.7,"Hank: 5 Years from the Brink
(2013)"
7.8,"Star Wars: Episode VII - The Force Awakens
(2015)"
7.8,"Say Goodnight to the Bad Guys
(2008 TV Movie)"
6.7,"Sarkar
(2018)"
5.3,"Social Animals
(I) (2018)"
4.3,"Movie 43
(2013)"
5.3,"Room for Rent
(2019)"
6.6,"Iliza Shlesinger: War Paint
(2013 TV Special)"
7,"Naruto Shippûden: The Movie 3: Inheritors of the Will of Fire
(2009)"
7,"Katherine Ryan: In Trouble
(2017 TV Special)"
8,"The Rolling Stones: From the Vault - Sticky Fingers Live at the Fonda Theatre 2015
(2017)"
6.7,"Katt Williams: American Hustle
(2007 Video)"
8.4,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
(1964)"
6.9,"Ajji
(2017)"
7.3,"The Memphis Belle: A Story of a Flying Fortress
(1944)"
5,"Tremors: A Cold Day in Hell
(2018 Video)"
5.2,"Us and Them
(2017)"
6.8,"Vince & Kath & James
(2016)"
5.7,"Security
(I) (2017)"
5.5,"Across the Line
(2000)"
4.8,"Dog Eat Dog
(I) (2016)"
6.7,"Kong: Skull Island
(2017)"
5.8,"Lizzie Borden Took an Ax
(2014 TV Movie)"
6.9,"Kid Kulafu
(2015)"
6.9,"Sarah Silverman: A Speck of Dust
(2017 TV Special)"
6,"Swearnet
(2014)"
7.2,"Jimmy Carr: Funny Business
(2016 TV Special)"
6.9,"Nil Karaibrahimgil: Organize Isler Bunlar
(2006 Music Video)"
6.6,"Iliza Shlesinger: Confirmed Kills
(2016 TV Special)"
6,"Godzilla: Planet of the Monsters
(2017)"
5.9,"Little Boxes
(2016)"
6.1,"Dragon Tiger Gate
(2006)"
6.2,"Aarakshan
(2011)"
6.9,"Theo Who Lived
(2016)"
5.9,"The Warning
(2018)"
6.1,"Trolls Holiday
(2017 TV Movie)"
5.3,"The Good Catholic
(2017)"
5.4,"The Hollow Point
(2016)"
4.7,"Eerie
(2018)"
7,"Print the Legend
(2014)"
5.9,"Barbie: A Fairy Secret
(2011 Video)"
5.6,"Noblemen
(2018)"
5.3,"XOXO
(2016)"
7.1,"The Magic Pill
(2017)"
5.2,"Kung Fu Yoga
(2017)"
7.1,"Jim Gaffigan: Cinco
(2017 TV Special)"
7.4,"Eddie - Strongman
(2015)"
7.7,"Mumbai Meri Jaan
(2008)"
6.7,"Zombieland: Double Tap
(2019)"
7.6,"Once Upon a Time... in Hollywood
(2019)"
6.3,"Shimmer Lake
(2017)"
6.6,"Expelled from Paradise
(2014)"
7.2,"A Leaf of Faith
(2018)"
5.4,"Lavender
(I) (2016)"
6.3,"Tiffany Haddish: Black Mitzvah
(2019 TV Special)"
7.5,"Titans
(I) (2018–2023)"
5.1,"#Realityhigh
(2017)"
5.3,"USS Indianapolis: Men of Courage
(2016)"
7.3,"Alita: Battle Angel
(2019)"
6,"No Other Woman
(2011)"
5.8,"Small Crimes
(2017)"
6.3,"Alt-Right: Age of Rage
(2018)"
6.6,"16 Blocks
(2006)"
7.3,"Playing for Time
(1980 TV Movie)"
7.6,"Walt Disney Animation Studios Short Films Collection
(2015 Video)"
8.2,"Love Ni Bhavai
(2017)"
6.5,"Iliza Shlesinger: Unveiled
(2019 TV Special)"
7.4,"Outsiders
(I) (2016–2017)"
7.7,"Fire in the Blood
(2013)"
6.3,"Dügün Dernek 2: Sünnet
(2015)"
5.4,"Dead Kids
(2019)"
5.7,"God Bless the Broken Road
(2018)"
7.1,"Keith Richards: Under the Influence
(2015)"
3.5,"Firebird 2015 AD
(1981)"
5,"Bokeh
(I) (2017)"
5.1,"Bottom of the World
(2017)"
5.3,"Paper Year
(2018)"
5.9,"Special Correspondents
(2016)"
6,"Love Affair
(1994)"
4.6,"Half Girlfriend
(2017)"
6.3,"Chris Tucker Live
(2015 TV Special)"
6.6,"Warehoused
(2017)"
7.2,"Namak Halaal
(1982)"
6.6,"Aziz Ansari Live in Madison Square Garden
(2015 TV Special)"
6.2,"Delhi-6
(2009)"
8.1,"American Justice
(1992– )"
6.3,"Barbie in a Mermaid Tale
(2010 Video)"
5.6,"City of Tiny Lights
(2016)"
6.5,"League of Legends Origins
(2019)"
6.7,"The Fury of a Patient Man
(2016)"
6.2,"Much Loved
(2015)"
4.9,"Hope Springs Eternal
(2018)"
6.3,"Agatha and the Truth of Murder
(2018 TV Movie)"
7.8,"Killa
(2014)"
4.5,"Samson
(2018)"
6.8,"Patton Oswalt: Talking for Clapping
(2016 TV Special)"
5.5,"Miss Julie
(2014)"
7.7,"100 Years
(2016)"
5.7,"Blue Mountain State: The Rise of Thadland
(2016)"
7.3,"Joe Rogan: Strange Times
(2018 TV Special)"
5.9,"Ready to Mingle
(2019)"
5.7,"Rajma Chawal
(2018)"
6.3,"1 Mile to You
(2017)"
6.7,"Good Luck
(2014)"
6.3,"Dharam Sankat Mein
(2015)"
4.5,"Dragonheart: A New Beginning
(1999 Video)"
7.2,"LSD: Love, Sex Aur Dhokha
(2010)"
6.7,"The Cake General
(2018)"
7.8,"Judah Friedlander: America is the Greatest Country in the United States
(2017 TV Special)"
4.6,"The Scorpion King: Book of Souls
(2018 Video)"
6.9,"Kingdom of Us
(2017)"
5.4,"I Am Wrath
(2016)"
5.3,"A Kind of Murder
(2016)"
7,"My Babysitter's a Vampire
(2011–2012)"
5.7,"Dismissed
(2017)"
7.2,"The Perfect Dictatorship
(2014)"
5.8,"Barbie: The Princess & the Popstar
(2012)"
6.1,"Kidnapping Mr. Heineken
(2015)"
7.5,"Rudy Habibie
(2016)"
6.7,"Kaalia
(1981)"
6.6,"Brotherhood of Blades 2
(2017)"
6.9,"I Fine..Thank You Love You
(2014)"
6.6,"Eyyvah Eyvah 2
(2011)"
6.6,"Star Men
(2016)"
7,"Jeff Dunham: Minding the Monsters
(2012 TV Special)"
6.3,"Sacro GRA
(2013)"
6.2,"Holy Camp!
(2017)"
7.4,"Cunk & Other Humans on 2019
(2019)"
7,"Ronnie Coleman: The King
(2018)"
3.8,"Backtrace
(2018)"
6.5,"Gagarin. Pervyy v kosmose
(2013)"
6,"The Laws of Thermodynamics
(2018)"
6.3,"Full Out
(2015)"
7.5,"Mustafa Hakkinda Hersey
(2004)"
7.3,"Norm Macdonald: Hitler's Dog, Gossip & Trickery
(2017 TV Special)"
5.7,"Buffalo Boys
(2018)"
4.6,"I Am the Pretty Thing That Lives in the House
(2016)"
6.8,"You Carry Me
(2015)"
6.3,"Travis Scott: Look Mom I Can Fly
(2019)"
5.4,"Heavy Metal 2000
(2000)"
5.3,"Revolt
(2017)"
4.8,"The Ridiculous 6
(2015)"
6.5,"1898: Our Last Men in the Philippines
(2016)"
7.4,"Luciano Mellera: Infantiloide
(2018 TV Special)"
5.9,"The Boy Who Cried Werewolf
(2010 TV Movie)"
8,"Going Clear: Scientology & the Prison of Belief
(2015)"
7.2,"5 cm
(2012)"
8.6,"Transatlantic: Whirld Tour 2010 (Live from Shepherd's Bush Empire, London)
(2010 Video)"
4.6,"Half Girlfriend
(2017)"
7.4,"Sebastian Maniscalco: Why Would You Do That?
(2016 TV Special)"
6.8,"It Takes a Man and a Woman
(2013)"
6.2,"Rolling Papers
(2015)"
6.5,"Perfect Bid: The Contestant Who Knew Too Much
(2017)"
6.6,"Elisa & Marcela
(2019)"
6.6,"Birdshot
(2016)"
5.4,"Watchman
(2019)"
6.4,"Jeff Dunham: Relative Disaster
(2017 TV Special)"
7.1,"Sebastian Maniscalco: Stay Hungry
(2019 TV Special)"
7.2,"Michael Che Matters
(2016 TV Special)"
5.3,"Assimilate
(I) (2019)"
6.4,"My Little Pony: Equestria Girls - Legend of Everfree
(2016)"
5.8,"The Tenth Man
(2016)"
5.2,"Christmas with a View
(2018 TV Movie)"
6.3,"ABCD (Any Body Can Dance)
(2013)"
5.3,"Postcards from London
(2018)"
5.8,"Stephanie
(I) (2017)"
6.1,"The Girl Allergic to WiFi
(2018)"
6.1,"Cézanne et moi
(2016)"
4.5,"Bitch Slap
(2009)"
6.8,"Janaan
(2016)"
7.7,"Njan Prakashan
(2018)"
4.9,"The Saint
(2017 TV Movie)"
7.1,"Sour Apples
(2016)"
6.5,"Being AP
(2015)"
5.7,"A Dangerous Woman
(1993)"
7.4,"Losing Sight of Shore
(2017)"
6.3,"Svaha: The Sixth Finger
(2019)"
7.4,"Demetri Martin: Live (At the Time)
(2015 TV Special)"
8.4,"Tim Minchin and the Heritage Orchestra
(2011 Video)"
6.9,"The Body Remembers When the World Broke Open
(2019)"
7.7,"Brené Brown: The Call to Courage
(2019)"
5.5,"Naomi and Ely's No Kiss List
(2015)"
5.1,"Mara
(I) (2018)"
6.2,"Naam Shabana
(2017)"
4.9,"The Vault
(I) (2017)"
6,"Cold Skin
(2017)"
7.6,"The Little Mermaid
(1989)"
7.1,"Love in a Puff
(2010)"
5.4,"Naked
(I) (2017)"
6,"Jack Whitehall: Christmas with My Father
(2019 TV Special)"
6.4,"Just Go with It
(2011)"
5.7,"Rocco
(2016)"
5.2,"Rim of the World
(2019)"
5.9,"Dabbe 5: Curse of the Jinn
(2014)"
6.5,"The Eichmann Show
(2015 TV Movie)"
7.5,"Franca: Chaos and Creation
(2016)"
6.5,"Paradox
(2017)"
5.5,"The Mistress of Spices
(2005)"
4.6,"Dark Crimes
(2016)"
6.2,"Tom and Jerry: The Magic Ring
(2001 Video)"
5.8,"Godzilla: City on the Edge of Battle
(2018)"
6.3,"Pee-wee Goes to Sturgis
(2010 Video)"
8.2,"Sudani from Nigeria
(2018)"
4.5,"The Humanity Bureau
(2017)"
7.1,"Shootout at Lokhandwala
(2007)"
7.1,"Jeff Dunham: All Over the Map
(2014 TV Special)"
5.2,"The Adderall Diaries
(2015)"
7.1,"The Carter Effect
(2017)"
7.3,"Shanghai
(2012)"
5.1,"The D Train
(2015)"
6.5,"Murder on the Orient Express
(2017)"
6.3,"Abandoned
(VI) (2015)"
7.5,"Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry
(2016 TV Special)"
6.7,"For Here or to Go?
(2015)"
7.5,"Demetri Martin: Standup Comedian
(2012 TV Special)"
6.5,"Clair Obscur
(2016)"
7.2,"Shaitan
(2011)"
6.9,"Jack Whitehall: At Large
(2017 TV Special)"
3.4,"Dauntless: The Battle of Midway
(2019)"
8.1,"Dave Chappelle: Equanimity
(2017 TV Special)"
7.4,"Sebastian Maniscalco: Why Would You Do That?
(2016 TV Special)"
5.4,"After Porn Ends 3
(2018)"
5.2,"Father of the Year
(2018)"
5.6,"Bob Lazar: Area 51 & Flying Saucers
(2018)"
5,"First Kill
(2017)"
7.3,"Mortified Nation
(2013)"
4.5,"Skyline
(2010)"
7.4,"Tyke: Elephant Outlaw
(2015)"
5.2,"Snow Day
(2000)"
4.3,"The Bye Bye Man
(2017)"
5.4,"Ram Jaane
(1995)"
6.8,"Pyaar Ke Side Effects
(2006)"
7.1,"Invisible Essence: The Little Prince
(2018)"
7.4,"Life in a Metro
(2007)"
7.1,"Rot fai faa... Maha na ter
(2009)"
6.4,"Walk. Ride. Rodeo.
(2019)"
7.1,"Mais Forte que o Mundo: A História de José Aldo
(2016)"
6.9,"Chelsea Peretti: One of the Greats
(2014 TV Special)"
5.6,"The Last Laugh
(I) (2019)"
5.2,"Death Race 4: Beyond Anarchy
(2018 Video)"
6.6,"You Changed My Life
(2009)"
6.6,"Sister Cities
(2016 TV Movie)"
6.5,"Like Arrows
(2018)"
6.2,"The Ruthless
(2019)"
7.1,"Tune in for Love
(2019)"
5.1,"Clinical
(2017)"
4.9,"Mercy Black
(2019)"
7.9,"I Am Kalam
(2010)"
5.6,"Skin Trade
(2014)"
6.9,"Return to the 36th Chamber
(1980)"
2.8,"Swiped
(I) (2018)"
5.9,"Tremors II: Aftershocks
(1996 Video)"
7.3,"Marc Maron: Thinky Pain
(2013 TV Special)"
5.3,"Fun Mom Dinner
(2017)"
7.3,"Jimmy Carr: The Best of Ultimate Gold Greatest Hits
(2019 TV Special)"
6.3,"Jinxed
(2013 TV Movie)"
6.6,"The Music of Silence
(2017)"
7.8,"Diana: In Her Own Words
(I) (2017 TV Movie)"
4.7,"Shorts
(2009)"
6.2,"Nikki Glaser: Bangin'
(2019 TV Special)"
6.9,"Fukrey
(2013)"
5,"Payitaht Abdülhamid
(2017–2021)"
5.8,"Sr. Pig
(2016)"
6.5,"Stereo
(I) (2014)"
6.7,"The Lighthouse of the Whales
(2016)"
5.5,"Good People
(2014)"
7.7,"The Gospel of John
(2003)"
6.3,"Bride for Rent
(2014)"
4.7,"Rattlesnake
(2019)"
7.4,"Terrace House: Tokyo 2019-2020
(2019–2020)"
5.9,"The Bad Seed
(2018 TV Movie)"
5.9,"The Bad Seed
(2018 TV Movie)"
5.9,"The Bad Seed
(2018 TV Movie)"
6.3,"Catwalk: Tales from the Cat Show Circuit
(2018)"
7.6,"Bert Kreischer: The Machine
(2016 TV Special)"
7.1,"Ghost in the Shell: Arise - Border 1: Ghost Pain
(2013)"
7.1,"Ghost in the Shell: Arise - Border 1: Ghost Pain
(2013)"
7.1,"Ghost in the Shell: Arise - Border 1: Ghost Pain
(2013)"
8,"Tales from the Crypt
(1989–1996)"
6,"Monster High: Great Scarrier Reef
(2016 Video)"
8.3,"Una kang naging akin
(2008– )"
7.2,"Phantom 2040
(1994–1996)"
5.6,"Inside Man: Most Wanted
(2019)"
3.5,"Spy Kids 4: All the Time in the World
(2011)"
7.2,"Michael Clayton
(2007)"
5.3,"Muzaffarnagar 2013
(2017)"
0,"Sa Re Ga Ma Pa 2018 Telugu
(2019– )"
6.6,"Aitraaz
(2004)"
6,"Holiday Engagement
(2011 TV Movie)"
6.5,"My Little Pony: Equestria Girls - Friendship Games
(2015)"
3,"The Last Resort
(I) (2009)"
7.5,"Saving Mr. Banks
(2013)"
5.7,"The Rehearsal
(2016)"
5.7,"The Holiday Calendar
(2018)"
0,"One Second from Eternity: The History of the Land Speed Record
(1973)"
6.4,"Bewildered Bolbol
(2010)"
7.4,"Jo Koy: Comin' in Hot
(2019 TV Special)"
6.7,"Motu Patlu: King of Kings
(2016)"
5.1,"Big Bear
(2017)"
6.5,"Hükümet Kadin
(2013)"
5.4,"Any Body Can Dance 2
(2015)"
8.1,"Manhunt
(II) (2017–2020)"
4.7,"Hoodwinked Too! Hood vs. Evil
(2011)"
7.9,"Armed to the Teeth
(2018)"
6.6,"Russell Peters: Almost Famous
(2016 TV Special)"
4.5,"Secret Obsession
(2019)"
6.8,"Dying to Tell
(2018)"
6.9,"Deon Cole: Cole Hearted
(2019 TV Special)"
6.7,"Løvekvinnen
(2016)"
6,"Balu Mahi
(2017)"
6.7,"After the Rain
(2018)"
6.5,"The Silence of the Sky
(2016)"
5.5,"Burning Cane
(2019)"
6.4,"Dare to Be Wild
(2015)"
4.7,"Ghost House
(2017)"
6.1,"Pokémon the Movie 2000
(1999)"
0,"#IrishGameDev 2014
(2015)"
6.6,"Hannibal Buress: Comedy Camisado
(2016 TV Special)"
6.6,"Tig Notaro: Happy To Be Here
(2018 TV Special)"
7.1,"300 Miles to Heaven
(1989)"
6.7,"Dragons: Dawn of the Dragon Racers
(2014 Video)"
4.5,"Sextuplets
(2019)"
6.3,"The Accident
(2019)"
6.5,"Euphoria
(2018)"
6.1,"Running for Grace
(2018)"
4.9,"Happy
(I) (2015)"
7.2,"Main, Meri Patni... Aur Woh!
(2005)"
6.4,"Martial Arts of Shaolin
(1986)"
8.5,"One More Shot
(2018)"
7.5,"Why Me?
(2015)"
6.6,"David Cross: Making America Great Again
(2016 TV Special)"
6,"Incir Reçeli 2
(2014)"
5.4,"Under the Eiffel Tower
(2018)"
